"MANSFIELD (RAINWORTH W.W.)",,,,,,,,,,,,
Grid ref,SK587586,Long,-1.124330,Lat,53.121352,,,,,,,
Station no,2623,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.18,1.90,0.71,1.37,2.57,3.65,1.85,2.83,2.90,4.85,,
February,3.66,0.41,1.66,2.40,1.92,0.76,3.04,3.22,0.25,2.51,,
March,3.24,2.34,1.47,2.17,2.75,0.68,2.05,1.94,1.25,1.88,,
April,1.34,1.58,2.19,0.20,1.05,1.97,0.26,0.62,2.85,1.09,,
May,3.27,2.32,2.48,3.24,2.83,0.44,1.24,2.23,0.76,1.35,,
June,1.02,2.84,2.03,4.12,3.07,3.68,1.50,4.83,0.73,1.51,,
July,1.06,0.95,2.48,1.83,0.60,3.19,3.67,4.77,2.18,3.35,,
August,6.94,2.17,1.51,3.99,1.61,6.76,4.61,3.08,0.75,3.44,,
September,1.57,2.44,1.28,2.85,0.64,2.45,5.28,2.71,0.14,4.03,,
October,0.85,3.57,2.52,3.41,1.45,0.99,1.01,2.10,2.00,6.31,,
November,6.76,1.58,1.44,5.59,2.03,0.84,2.49,0.80,2.78,3.89,,
December,2.25,1.95,0.92,2.20,2.37,2.97,2.01,3.56,4.12,3.35,,
Total,34.14,24.05,20.69,33.37,22.89,28.38,29.01,32.69,20.71,37.56,,
Calc annual,34.14,24.05,20.69,33.37,22.89,28.38,29.01,32.69,20.71,37.56,,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
