"FORD (MACGILL COTTAGE)",,,,,,,,,,,,
Grid ref,NT388644,Long,-2.979528,Lat,55.868868,,,,,,,
Station no,1172673,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.08,,,,,,,,,,,
February,2.40,,,,,,,,,,,
March,3.11,,,,,,,,,,,
April,2.70,,,,,,,,,,,
May,3.71,,,,,,,,,,,
June,1.75,,,,,,,,,,,
July,2.25,,,,,,,,,,,
August,4.40,,,,,,,,,,,
September,0.70,,,,,,,,,,,
October,0.49,,,,,,,,,,,
November,4.61,,,,,,,,,,,
December,2.00,,,,,,,,,,,
Total,31.20,,,,,,,,,,,
Calc annual,31.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
