"WESSENDEN (BOBUS)",,,,,,,,,,,,
Grid ref,SE035097,Long,-1.948605,Lat,53.583878,,,,,,,
Station no,3191,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.70,4.77,2.17,4.63,4.28,6.08,5.11,5.62,6.43,7.46,,
February,4.22,2.10,2.72,4.21,3.16,2.39,4.20,8.01,0.53,5.23,,
March,6.97,2.95,2.92,3.38,2.91,1.77,4.55,4.53,2.73,2.17,,
April,3.02,4.37,4.12,0.98,3.04,3.02,0.70,1.56,5.62,2.97,,
May,3.58,2.21,2.73,4.36,4.09,2.21,1.60,5.85,2.74,2.74,,
June,1.23,3.50,3.97,4.77,4.08,4.11,2.58,6.39,2.61,2.11,,
July,3.24,3.18,7.87,6.36,1.63,8.49,5.68,5.93,4.20,7.77,,
August,7.52,4.98,6.44,6.73,1.16,14.20,6.42,5.68,0.72,7.28,,
September,3.43,4.36,3.85,6.50,3.00,5.62,7.98,6.84,0.40,3.79,,
October,1.53,6.51,3.55,9.60,3.02,3.80,7.43,4.91,4.94,7.03,,
November,10.72,2.57,4.75,8.46,2.78,2.01,3.63,1.74,5.48,5.53,,
December,7.92,4.18,2.23,7.69,6.10,5.53,5.12,5.89,8.64,5.36,,
Total,60.08,45.68,47.32,67.67,39.25,59.23,55.00,62.95,45.04,59.44,,
Calc annual,60.08,45.68,47.32,67.67,39.25,59.23,55.00,62.95,45.04,59.44,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
