"WESSENDEN HEAD",,,,,,,,,,,,
Grid ref,SE068077,Long,-1.898802,Lat,53.565870,,,,,,,
Station no,3187,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.30,4.36,2.64,4.95,3.85,5.83,4.93,6.10,5.63,7.00,,
February,4.80,1.58,2.86,3.42,2.36,1.96,4.36,8.49,0.47,3.56,,
March,7.55,3.22,3.28,3.44,3.41,2.12,4.71,5.58,2.62,2.10,,
April,3.09,4.65,4.62,1.06,3.19,3.85,1.11,1.56,6.16,2.99,,
May,4.89,2.62,3.02,4.24,4.76,1.97,1.52,5.91,2.54,3.27,,
June,1.56,3.36,6.39,4.99,4.43,3.69,2.43,5.88,2.15,2.47,,
July,3.63,3.23,7.72,6.56,1.61,9.78,5.81,6.47,3.70,7.86,,
August,7.32,4.56,5.39,8.20,0.90,12.75,6.91,5.67,0.76,7.06,,
September,3.49,5.42,3.68,7.02,2.97,6.18,7.95,5.64,0.38,3.49,,
October,1.38,6.90,3.52,9.59,3.32,3.70,6.76,5.11,4.66,8.52,,
November,12.51,3.19,4.47,8.56,2.69,2.07,3.83,1.52,5.97,5.70,,
December,9.08,4.68,2.37,8.42,6.56,5.90,5.44,6.09,9.88,5.79,,
Total,65.60,47.77,49.96,70.45,40.05,59.80,55.76,64.02,44.92,59.81,,
Calc annual,65.60,47.77,49.96,70.45,40.05,59.80,55.76,64.02,44.92,59.81,,
Difference,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,,
