"MILNGAVIE ( CREAGH DHU ROAD ) ",,,,,,,,,,,,
Grid ref,NS548743,Long,-4.326254,Lat,55.939751,,,,,,,
Station no,5337/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.69,,,,,,,,,,,
February,3.20,,,,,,,,,,,
March,3.47,,,,,,,,,,,
April,2.60,,,,,,,,,,,
May,1.75,,,,,,,,,,,
June,2.74,,,,,,,,,,,
July,4.65,,,,,,,,,,,
August,5.16,,,,,,,,,,,
September,4.22,,,,,,,,,,,
October,1.51,,,,,,,,,,,
November,6.78,,,,,,,,,,,
December,7.30,,,,,,,,,,,
Total,49.07,,,,,,,,,,,
Calc annual,49.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
