"PETERSFIELD",,,,,,,,,,,,
Grid ref,SU745244,Long,-0.939356,Lat,51.014163,,,,,,,
Station no,729/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,4.56,,,,
February,,,,,,,,3.05,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,,,
May,,,,,,,,,,,,
June,,,,,,,,,,,,
July,,,,,,,,,,,,
August,,,,,,,,,,,,
September,,,,,,,3.73,,,,,
October,,,,,,,2.31,,,,,
November,,,,,,,3.51,,,,,
December,,,,,,,3.03,,,,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,12.58,7.61,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
