"SUTTON-IN-ASHFIELD",,,,,,,,,,,,
Grid ref,SK510595,Long,-1.239233,Lat,53.130231,,,,,,,
Station no,2622,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.34,2.32,0.68,1.69,2.76,4.73,1.98,2.93,2.84,4.69,,
February,4.06,0.45,2.23,3.07,2.19,1.12,3.03,3.51,0.15,2.77,,
March,3.74,2.14,1.63,2.17,3.08,0.80,1.97,2.00,1.46,2.05,,
April,1.48,1.77,2.44,0.29,1.08,1.89,0.27,0.84,3.33,0.96,,
May,3.47,2.58,2.07,3.16,3.26,0.48,1.00,2.46,0.94,1.15,,
June,0.61,2.25,2.86,3.90,2.81,3.94,1.71,4.85,0.95,1.22,,
July,0.54,0.81,2.70,1.77,0.59,2.83,3.24,4.45,1.44,2.84,,
August,4.92,2.02,1.63,4.25,0.83,6.47,4.30,3.73,1.06,3.47,,
September,1.76,1.91,1.08,2.99,0.57,3.10,5.18,2.57,0.07,4.06,,
October,0.83,4.11,2.16,3.32,1.71,1.12,1.40,2.19,2.06,6.26,,
November,7.04,1.85,1.56,5.73,2.25,0.94,2.73,0.80,2.87,3.99,,
December,2.20,2.19,0.87,2.49,2.60,3.22,2.10,3.55,4.37,3.42,,
Total,32.99,24.40,21.91,34.83,23.73,30.64,28.91,33.88,21.54,36.88,,
Calc annual,32.99,24.40,21.91,34.83,23.73,30.64,28.91,33.88,21.54,36.88,,
Difference,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
