"COLNE (SWINDEN SEW. WORKS)",,,,,,,,,,,,
Grid ref,SD874395,Long,-2.193018,Lat,53.851578,,,,,,,
Station no,2987,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.44,5.51,1.56,4.08,1.86,4.57,4.41,2.99,3.19,5.53,,
February,4.24,1.66,1.85,2.92,2.44,1.23,3.10,6.16,0.63,2.51,,
March,4.41,2.07,2.06,2.46,1.76,2.09,3.86,1.62,1.52,1.59,,
April,2.20,2.82,3.35,0.84,2.14,2.94,0.52,1.31,2.76,2.82,,
May,2.06,1.91,1.60,2.95,3.45,2.04,1.03,4.93,1.34,1.54,,
June,1.20,3.12,4.41,2.39,2.79,2.03,2.36,4.81,3.06,0.89,,
July,3.68,2.33,5.80,5.61,1.00,4.58,5.58,3.13,3.27,8.35,,
August,4.53,6.37,5.96,7.24,0.75,9.26,5.43,4.14,0.73,4.85,,
September,2.89,4.58,4.51,5.84,3.02,3.88,5.51,4.85,0.32,2.66,,
October,1.55,3.79,1.76,8.25,2.98,2.49,6.88,3.19,5.26,3.97,,
November,9.02,1.81,5.52,5.86,1.95,1.59,1.77,1.65,4.69,7.22,,
December,9.45,4.14,2.53,6.15,6.33,4.96,6.42,4.34,7.84,5.81,,
Total,49.67,40.11,40.91,54.59,30.47,41.66,46.87,43.12,34.61,47.74,,
Calc annual,49.67,40.11,40.91,54.59,30.47,41.66,46.87,43.12,34.61,47.74,,
Difference,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
