"LOCH TURRET (ALT CHOINNEACHAIN)",,,,,,,,,,,,
Grid ref,NN822276,Long,-3.911529,Lat,56.425857,,,,,,,
Station no,5545/4/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.80,3.40,2.90,8.25,3.90,4.25,,,,,,
February,6.20,1.50,2.40,8.50,3.00,2.50,,,,,,
March,4.00,4.26,2.50,7.50,3.75,4.85,,,,,,
April,4.00,2.65,2.50,2.00,2.75,1.30,,,,,,
May,1.80,2.50,3.25,7.90,2.90,2.80,,,,,,
June,3.27,2.96,3.00,3.55,2.60,3.10,,,,,,
July,4.50,2.75,-999.00,4.65,1.50,6.50,,,,,,
August,6.30,6.05,,5.00,1.45,7.40,,,,,,
September,4.70,2.15,,6.65,3.60,7.30,,,,,,
October,1.82,5.20,-999.00,9.50,4.70,,,,,,,
November,11.60,2.80,,,3.00,,,,,,,
December,,4.20,,,10.15,,,,,,,
Total,,40.42,,,43.30,,,,,,,
Calc annual,54.99,40.42,16.55,63.50,43.30,40.00,0.00,0.00,0.00,0.00,,
Difference,NaN,0.00,NaN,NaN,-0.00,NaN,NaN,NaN,NaN,NaN,,
