"BUSHEY HEATH RESERVOIR",,,,,,,,,,,,
Grid ref,TQ152941,Long,-0.336872,Lat,51.633923,,,,,,,
Station no,899/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.04,1.66,0.72,0.86,2.32,3.97,1.60,2.66,2.37,2.25,,
February,4.21,0.65,1.64,2.41,1.74,0.35,3.36,2.71,0.18,2.33,,
March,3.31,2.70,0.60,2.41,1.16,0.99,1.39,1.41,2.22,1.92,,
April,2.46,1.65,2.44,0.32,0.45,1.08,0.32,1.57,2.83,0.75,,
May,1.89,2.11,1.51,2.05,4.62,0.44,1.29,2.80,0.60,2.53,,
June,1.49,1.26,2.15,3.68,1.88,2.68,1.63,4.51,1.79,1.48,,
July,1.00,0.66,3.38,2.84,0.22,4.37,3.66,2.75,2.68,4.02,,
August,3.23,5.49,2.16,2.71,1.46,5.57,2.31,3.44,1.88,2.44,,
September,2.96,3.64,2.33,2.04,1.48,2.80,3.01,4.28,0.02,4.46,,
October,1.00,3.20,2.80,2.55,3.71,2.56,2.05,2.70,2.33,6.31,,
November,5.15,3.33,1.45,4.30,1.84,0.64,2.08,2.59,2.55,4.64,,
December,1.53,2.45,0.60,1.50,2.11,3.63,2.43,3.36,4.13,3.26,,
Total,31.27,28.80,21.78,27.67,22.99,29.08,25.13,34.78,23.58,36.39,,
Calc annual,31.27,28.80,21.78,27.67,22.99,29.08,25.13,34.78,23.58,36.39,,
Difference,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
