"CRANBROOK (LITTLE GLASSENBURY)",,,,,,,,,,,,
Grid ref,TQ751368,Long,0.499681,Lat,51.103759,,,,,,,
Station no,326,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.49,,,,,,,,,,,
February,6.66,,,,,,,,,,,
March,3.72,,,,,,,,,,,
April,2.56,,,,,,,,,,,
May,3.18,,,,,,,,,,,
June,1.21,,,,,,,,,,,
July,1.80,,,,,,,,,,,
August,4.61,,,,,,,,,,,
September,4.35,,,,,,,,,,,
October,1.61,,,,,,,,,,,
November,5.47,,,,,,,,,,,
December,3.03,,,,,,,,,,,
Total,42.69,,,,,,,,,,,
Calc annual,42.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
