"WORTON (THE GRANGE)",,,,,,,,,,,,
Grid ref,ST974573,Long,-2.038690,Lat,51.314804,,,,,,,
Station no,1481/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.14,2.41,1.03,,,,,,,,,
February,4.67,0.69,1.36,,,,,,,,,
March,3.21,2.59,,,,,,,,,,
April,2.39,1.48,,,,,,,,,,
May,2.63,3.98,,,,,,,,,,
June,0.74,1.66,,,,,,,,,,
July,2.43,0.54,,,,,,,,,,
August,5.44,5.52,,,,,,,,,,
September,2.99,2.72,,,,,,,,,,
October,0.68,3.57,,,,,,,,,,
November,6.33,3.68,,,,,,,,,,
December,2.09,2.32,,,,,,,,,,
Total,36.74,31.16,,,,,,,,,,
Calc annual,36.74,31.16,2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
