"FRIMLEY (PUMPING STATION)",,,,,,,,,,,,
Grid ref,SU887563,Long,-0.729127,Lat,51.298926,,,,,,,
Station no,244,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.40,1.93,0.84,1.09,3.11,3.95,1.64,2.50,2.44,2.91,,
February,5.95,0.69,1.15,2.77,1.37,0.17,3.55,2.37,0.17,2.57,,
March,4.43,2.14,0.40,2.10,0.95,0.56,1.35,1.92,2.40,1.53,,
April,2.37,1.36,1.92,0.25,0.21,0.94,0.34,0.99,2.06,0.59,,
May,2.60,2.69,2.02,3.17,3.44,0.23,1.30,2.26,0.70,1.49,,
June,0.97,1.51,1.94,2.82,2.67,1.93,1.15,3.11,1.09,1.88,,
July,1.52,1.14,3.08,2.32,0.68,3.44,3.48,1.76,3.88,2.98,,
August,4.45,2.53,1.70,2.91,1.01,2.94,1.59,4.25,1.79,4.28,,
September,2.31,2.28,1.95,2.30,1.78,2.95,2.84,4.13,0.05,3.12,,
October,0.75,4.60,3.10,2.20,4.17,2.54,1.80,2.59,2.52,7.42,,
November,7.26,3.29,1.55,4.81,2.50,0.71,2.89,2.47,2.67,4.70,,
December,2.29,2.51,0.62,2.32,2.56,3.76,2.30,2.52,4.57,3.03,,
Total,38.30,26.67,20.27,29.06,24.45,24.12,24.23,30.87,24.34,36.50,,
Calc annual,38.30,26.67,20.27,29.06,24.45,24.12,24.23,30.87,24.34,36.50,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,,
