"BRIDGEWATER (BLAKE GARDENS)",,,,,,,,,,,,
Grid ref,ST300368,Long,-3.001659,Lat,51.126185,,,,,,,
Station no,2081,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.88,2.56,0.52,2.51,5.05,3.38,3.04,2.16,3.63,3.35,,
February,3.43,1.18,1.61,2.80,2.64,0.21,3.30,2.99,0.27,2.99,,
March,3.71,2.38,0.61,3.88,1.14,0.64,1.86,0.79,3.78,2.12,,
April,3.54,2.32,3.21,0.23,1.10,1.42,0.03,0.54,2.76,2.47,,
May,2.26,3.92,1.89,2.05,4.04,0.38,1.27,3.01,0.81,1.08,,
June,0.65,2.53,2.43,2.85,2.63,1.32,2.69,3.28,0.77,1.30,,
July,2.46,0.42,2.36,3.14,1.72,1.99,2.94,2.22,1.85,6.10,,
August,4.86,4.87,2.89,2.57,0.72,3.72,2.38,2.52,1.10,3.70,,
September,2.50,3.18,2.84,3.48,0.57,4.22,3.12,4.07,0.13,3.22,,
October,1.21,4.08,3.14,2.57,1.05,1.91,1.97,2.44,3.31,7.99,,
November,7.23,3.79,2.04,6.05,3.79,0.67,2.23,2.34,5.09,2.91,,
December,2.59,2.29,0.85,3.21,4.71,3.96,2.28,4.40,6.35,3.40,,
Total,37.32,33.52,24.39,35.34,29.16,23.82,27.11,30.76,29.85,40.63,,
Calc annual,37.32,33.52,24.39,35.34,29.16,23.82,27.11,30.76,29.85,40.63,,
Difference,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
