"WIGAN (GIDLOW SEC MOD SCHOOL)",,,,,,,,,,,,
Grid ref,SD573068,Long,-2.646034,Lat,53.556077,,,,,,,
Station no,2994/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.37,,,3.11,2.73,5.00,1.99,3.81,,,,
February,2.96,,,3.25,2.53,0.65,2.73,6.07,0.49,,,
March,4.98,,,2.50,2.05,1.29,2.83,1.66,1.62,,,
April,2.44,,,0.64,2.16,2.58,0.71,1.00,2.41,,,
May,2.51,,,2.56,3.98,1.32,2.43,4.22,,,,
June,1.20,,,3.06,3.65,1.67,0.99,5.23,,,,
July,2.31,,,5.14,0.87,5.84,5.68,3.37,3.49,,,
August,3.23,,,5.29,1.40,9.56,5.69,3.92,0.17,,,
September,3.93,,,3.81,3.86,3.20,5.60,4.06,0.19,,,
October,0.86,,,6.94,2.89,2.77,4.50,4.05,,,,
November,9.85,,,6.83,1.96,1.45,1.87,2.27,,,,
December,8.37,,,5.02,4.94,2.94,3.59,3.45,,,,
Total,46.01,,,48.15,33.02,38.27,38.61,43.11,,,,
Calc annual,46.01,0.00,0.00,48.15,33.02,38.27,38.61,43.11,8.37,0.00,,
Difference,0.00,NaN,NaN,0.00,0.00,0.00,0.00,-0.00,NaN,NaN,,
