"EPSOM DOWNS (FIR TREE CLOSE)",,,,,,,,,,,,
Grid ref,TQ231598,Long,-0.234724,Lat,51.323991,,,,,,,
Station no,133/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,2.28,2.60,,,
February,,,,,,,,2.03,0.08,,,
March,,,,,,,,1.41,2.88,,,
April,,,,,,,,1.22,2.72,,,
May,,,,,,,,2.95,1.09,,,
June,,,,,,,,4.79,1.97,,,
July,,,,,,,,1.65,1.39,,,
August,,,,,,,,2.73,1.33,,,
September,,,,,,,,5.36,0.17,,,
October,,,,,,,,3.68,2.53,,,
November,,,,,,,,1.83,,,,
December,,,,,,,,3.31,,,,
Total,,,,,,,,33.24,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.24,16.76,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,NaN,NaN,,
