"TAUNTON (STAPLEGROVE MANOR)",,,,,,,,,,,,
Grid ref,ST217267,Long,-3.118049,Lat,51.034306,,,,,,,
Station no,2074/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,2.97,,
February,,,,,,,,,,2.98,,
March,,,,,,,,,,2.22,,
April,,,,,,,,,,2.28,,
May,,,,,,,,,,2.21,,
June,,,,,,,,,,1.03,,
July,,,,,,,,,1.29,3.15,,
August,,,,,,,,,2.06,3.33,,
September,,,,,,,,,0.20,3.47,,
October,,,,,,,,,2.95,10.07,,
November,,,,,,,,,5.34,3.15,,
December,,,,,,,,,6.88,3.97,,
Total,,,,,,,,,,40.83,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.72,40.83,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
