"MUSDALE",,,,,,,,,,,,
Grid ref,NM936220,Long,-5.341453,Lat,56.345215,,,,,,,
Station no,5411/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,5.52,,
February,,,,,,,,,,8.59,,
March,,,,,,,,,,2.37,,
April,,,,,,,,,,7.32,,
May,,,,,,,,,,3.87,,
June,,,,,,,,,,4.67,,
July,,,,,,,,,,5.45,,
August,,,,,,,,,,6.24,,
September,,,,,,,,,,2.96,,
October,,,,,,,,,,3.24,,
November,,,,,,,,,,8.22,,
December,,,,,,,,,,10.58,,
Total,,,,,,,,,,69.03,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.03,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,,
