"BOLTON W.W. (TOP OF THE BROW)",,,,,,,,,,,,
Grid ref,SD709170,Long,-2.441704,Lat,53.648687,,,,,,,
Station no,2879,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.14,4.74,2.83,6.40,3.34,6.76,4.91,5.52,3.75,7.56,,
February,3.93,2.30,1.77,4.33,2.85,1.27,4.13,10.00,1.11,4.35,,
March,5.90,3.26,3.28,3.62,2.44,2.20,5.30,2.81,2.75,1.59,,
April,3.29,4.71,4.17,1.29,4.36,3.13,1.07,2.21,4.02,3.75,,
May,2.36,3.11,3.32,3.52,5.72,2.27,2.88,5.81,2.19,2.78,,
June,1.70,5.13,3.16,4.68,4.50,3.48,2.87,5.09,3.25,1.77,,
July,4.79,3.53,7.60,9.98,1.48,8.10,9.15,4.87,6.11,11.68,,
August,6.16,6.92,6.06,7.83,1.94,14.10,8.85,5.65,0.59,7.37,,
September,4.78,6.26,6.43,7.44,5.92,4.78,10.90,5.76,0.58,4.04,,
October,1.03,6.34,2.53,10.94,3.61,3.76,9.00,6.11,6.77,5.32,,
November,10.63,3.70,7.77,9.66,3.28,2.49,2.55,2.53,6.35,9.57,,
December,13.10,5.89,2.65,9.69,7.77,5.58,7.28,5.26,11.70,7.00,,
Total,63.81,55.89,51.57,79.38,47.21,57.92,68.89,61.62,49.17,66.78,,
Calc annual,63.81,55.89,51.57,79.38,47.21,57.92,68.89,61.62,49.17,66.78,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
