"PAISLEY (COATS OBSERVATORY)",,,,,,,,,,,,
Grid ref,NS478642,Long,-4.432531,Lat,55.846920,,,,,,,
Station no,5292,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.61,5.40,1.66,5.63,3.23,2.77,6.67,5.85,1.61,3.98,,
February,3.09,1.39,1.60,4.70,3.44,1.21,3.12,2.78,1.64,4.21,,
March,3.15,3.01,1.02,2.81,2.02,2.19,4.06,1.00,2.00,2.24,,
April,2.87,2.04,1.75,1.65,1.98,1.29,1.93,1.12,3.00,4.24,,
May,1.90,2.27,2.34,3.48,3.44,2.66,2.66,3.30,0.94,2.62,,
June,2.61,2.93,1.54,3.19,1.92,2.72,2.21,3.16,3.20,2.51,,
July,2.87,2.08,4.95,2.79,1.27,4.47,3.50,4.89,4.47,3.56,,
August,5.20,3.33,3.50,5.53,0.96,4.97,3.89,4.06,0.57,3.40,,
September,3.22,3.56,4.72,5.16,3.88,4.90,2.76,3.89,1.04,3.10,,
October,0.95,5.11,2.87,9.71,2.93,3.22,4.38,3.89,5.54,3.09,,
November,6.80,2.01,6.53,7.24,1.93,1.54,1.48,1.66,5.10,5.73,,
December,7.22,4.45,5.43,5.73,6.84,5.10,5.19,5.37,7.86,5.61,,
Total,45.49,37.58,37.91,57.62,33.84,37.04,41.85,40.97,36.97,44.29,,
Calc annual,45.49,37.58,37.91,57.62,33.84,37.04,41.85,40.97,36.97,44.29,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
