"PRESTWICK (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SD800033,Long,-2.303157,Lat,53.525978,,,,,,,
Station no,2838,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.76,5.31,2.39,3.84,2.55,5.32,3.52,3.85,3.14,5.05,,
February,2.21,1.41,2.18,2.63,2.17,1.10,2.46,6.08,0.59,2.31,,
March,5.45,3.12,2.27,2.58,2.02,1.47,3.70,2.50,1.79,0.96,,
April,2.79,4.36,3.46,0.81,2.43,3.31,0.76,1.51,2.96,2.26,,
May,2.61,2.84,2.60,3.29,3.17,1.58,1.50,3.90,1.24,1.83,,
June,0.86,3.66,3.07,3.83,3.28,2.90,2.04,4.76,2.60,2.33,,
July,3.81,2.54,5.78,5.52,1.05,7.13,5.79,4.93,3.70,6.64,,
August,5.57,3.92,4.44,5.36,1.09,10.79,4.75,6.82,0.42,5.38,,
September,3.54,4.62,3.68,4.44,2.80,3.29,6.84,5.72,0.29,3.08,,
October,1.31,5.15,1.92,6.86,2.05,2.92,5.05,3.41,4.19,4.90,,
November,9.34,3.90,4.23,5.49,1.88,1.89,1.82,1.55,4.22,5.58,,
December,8.12,5.31,1.41,5.84,5.43,3.81,4.58,4.02,5.89,3.41,,
Total,50.37,46.14,37.43,50.49,29.92,45.51,42.81,49.05,31.03,43.73,,
Calc annual,50.37,46.14,37.43,50.49,29.92,45.51,42.81,49.05,31.03,43.73,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
