"DOWDESWELL RESERVOIR",,,,,,,,,,,,
Grid ref,SO984198,Long,-2.024648,Lat,51.876765,,,,,,,
Station no,2172,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.14,2.25,1.01,1.44,2.06,3.59,2.31,2.67,4.73,4.52,,
February,4.22,0.73,1.97,2.66,1.40,0.38,3.46,3.50,0.06,2.60,,
March,4.25,2.53,0.85,2.58,1.61,0.90,2.28,1.48,2.82,1.39,,
April,3.24,2.15,2.52,0.25,1.03,1.69,0.10,0.76,3.86,0.93,,
May,3.03,2.43,2.43,2.21,4.35,0.60,1.23,2.76,0.79,1.45,,
June,0.79,1.63,1.96,3.33,3.93,1.80,1.04,3.69,1.52,2.27,,
July,1.77,0.41,3.22,2.65,0.21,1.95,3.55,2.99,1.98,3.42,,
August,5.53,5.70,3.04,4.65,0.30,5.70,3.71,1.80,1.21,4.35,,
September,2.92,1.16,3.02,3.17,0.60,2.99,3.26,3.63,0.25,4.59,,
October,0.92,3.54,2.53,2.83,1.57,1.39,1.47,2.62,2.10,5.33,,
November,7.17,3.73,0.77,6.67,3.69,0.99,1.91,2.95,4.05,4.54,,
December,2.76,2.85,0.87,2.48,3.18,4.11,3.05,3.64,6.69,2.82,,
Total,39.74,29.11,24.19,34.92,23.93,26.09,27.37,32.49,30.06,38.21,,
Calc annual,39.74,29.11,24.19,34.92,23.93,26.09,27.37,32.49,30.06,38.21,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
