"ATHERTON (CEMETERY)",,,,,,,,,,,,
Grid ref,SD666029,Long,-2.505238,Lat,53.521700,,,,,,,
Station no,2825/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.77,4.18,1.79,3.45,2.82,4.80,2.49,4.49,3.39,5.55,,
February,2.47,1.27,1.36,3.16,2.34,0.71,2.71,6.25,0.47,2.42,,
March,4.90,1.95,1.67,2.68,2.05,1.57,3.09,1.82,1.79,1.77,,
April,2.14,3.76,2.51,0.62,2.17,3.84,0.64,1.05,2.82,2.05,,
May,2.71,2.17,1.89,2.26,2.96,1.10,1.34,4.16,2.25,2.68,,
June,1.16,3.24,2.09,3.34,3.51,2.02,2.37,5.65,3.34,1.55,,
July,3.39,2.26,5.53,5.36,0.92,5.72,5.33,4.34,3.89,5.99,,
August,5.62,3.41,3.85,5.84,1.13,10.51,5.39,4.20,0.39,6.15,,
September,2.86,3.66,3.68,3.97,3.41,3.30,5.81,4.68,0.21,3.84,,
October,0.88,4.34,1.92,6.74,2.53,2.85,3.99,4.01,3.56,5.72,,
November,8.43,2.72,3.84,6.24,1.76,1.65,1.65,1.65,4.97,6.34,,
December,6.67,3.25,1.46,5.36,5.26,3.52,3.66,4.57,6.16,4.04,,
Total,45.00,36.21,31.59,49.02,30.86,41.59,38.47,46.87,33.24,48.10,,
Calc annual,45.00,36.21,31.59,49.02,30.86,41.59,38.47,46.87,33.24,48.10,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
