"TODMORDEN (GORPLEY RESERVOIR)",,,,,,,,,,,,
Grid ref,SD907229,Long,-2.142348,Lat,53.702448,,,,,,,
Station no,3238/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.09,6.74,2.32,5.64,3.75,7.77,6.32,6.94,4.57,7.51,,
February,4.88,1.68,2.67,5.40,2.70,1.55,4.78,10.18,0.79,5.46,,
March,6.33,3.66,3.25,4.31,2.50,2.29,5.85,3.36,2.96,1.86,,
April,3.80,4.93,4.42,1.03,3.03,3.34,0.49,2.11,4.66,3.72,,
May,2.89,2.26,3.16,3.65,6.00,2.32,2.25,5.83,2.37,2.44,,
June,1.91,5.07,3.19,3.90,4.02,4.27,2.36,5.88,3.11,1.80,,
July,4.24,3.14,6.58,6.32,1.82,8.37,6.49,4.75,4.41,9.17,,
August,7.30,6.44,6.64,8.57,1.50,12.32,8.40,5.24,0.87,5.48,,
September,4.74,4.86,4.74,8.40,4.20,6.01,7.84,6.13,0.53,3.72,,
October,1.45,7.30,3.20,12.04,3.70,4.42,8.23,6.14,6.62,6.92,,
November,11.62,3.33,6.73,8.49,3.32,2.76,3.18,2.01,6.37,9.95,,
December,11.67,5.75,2.56,10.37,8.01,6.55,7.78,5.34,11.45,6.61,,
Total,66.92,55.16,49.46,78.12,44.55,61.97,63.97,63.91,48.71,64.64,,
Calc annual,66.92,55.16,49.46,78.12,44.55,61.97,63.97,63.91,48.71,64.64,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,,
