"MESSINGHAM (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SE875058,Long,-0.681072,Lat,53.541564,,,,,,,
Station no,2582/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,1.11,1.78,1.90,4.07,,
February,,,,,,,1.36,2.95,0.26,1.90,,
March,,,,,,,1.31,1.57,1.20,1.08,,
April,,,,,,,0.19,0.45,2.13,0.93,,
May,,,,,,,1.01,1.62,0.43,0.64,,
June,,,,,,,1.93,3.90,1.28,0.66,,
July,,,,,,,3.65,4.64,0.97,3.26,,
August,,,,,,4.98,3.94,2.44,0.46,2.24,,
September,,,,,,1.58,4.14,1.46,0.02,2.03,,
October,,,,,,1.17,1.12,1.56,1.76,4.29,,
November,,,,,,0.86,2.12,0.78,1.96,3.49,,
December,,,,,,1.35,1.81,2.76,2.62,2.55,,
Total,,,,,,,23.69,25.91,14.99,27.14,,
Calc annual,0.00,0.00,0.00,0.00,0.00,9.94,23.69,25.91,14.99,27.14,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,-0.00,-0.00,,
