"THORNBURY (THORNBURY PARK)",,,,,,,,,,,,
Grid ref,ST634908,Long,-2.529993,Lat,51.614829,,,,,,,
Station no,2142,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.96,2.61,0.92,,3.35,3.15,3.58,2.73,3.95,3.09,,
February,3.91,0.50,1.52,,1.45,0.35,3.08,3.26,0.36,2.25,,
March,3.98,2.69,1.07,,1.55,0.59,3.17,1.21,2.75,2.11,,
April,3.26,2.22,3.33,,1.11,2.09,0.15,1.16,3.40,1.36,,
May,2.65,4.09,2.80,,5.55,0.64,1.60,2.87,2.05,1.72,,
June,1.18,1.78,1.55,,3.71,2.26,1.53,3.80,2.32,1.90,,
July,1.27,1.05,3.05,,0.14,2.63,3.51,2.94,2.06,5.15,,
August,5.67,4.48,4.39,,0.53,3.82,3.40,3.60,2.51,5.52,,
September,3.59,3.05,3.36,4.33,0.94,3.36,3.38,6.46,0.09,4.10,,
October,0.98,4.42,2.06,2.99,1.82,1.68,3.28,2.35,3.21,6.49,,
November,7.40,4.21,2.05,5.44,2.99,0.77,2.07,2.04,3.08,5.25,,
December,3.24,2.19,0.83,2.29,3.43,4.21,2.37,3.50,5.70,4.08,,
Total,41.09,33.29,26.93,,26.57,25.55,31.12,35.92,31.48,43.02,,
Calc annual,41.09,33.29,26.93,15.05,26.57,25.55,31.12,35.92,31.48,43.02,,
Difference,0.00,0.00,0.00,NaN,0.00,0.00,0.00,-0.00,0.00,0.00,,
