"HARTLEY WINTNEY (WARREN HEATH)",,,,,,,,,,,,
Grid ref,SU775587,Long,-0.889217,Lat,51.322135,,,,,,,
Station no,758/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.33,1.90,0.80,1.64,3.42,3.71,,,,,,
February,5.62,0.74,1.23,2.63,1.35,0.21,,,,,,
March,3.85,2.49,0.50,2.14,0.96,0.45,,,,,,
April,2.68,1.65,2.29,0.27,0.28,1.21,,,,,,
May,2.59,3.09,1.88,2.27,3.70,0.19,,,,,,
June,1.05,1.27,1.79,3.20,2.20,2.10,,,,,,
July,1.59,0.54,3.40,2.14,0.53,4.12,,,,,,
August,4.15,2.60,2.29,3.84,1.11,3.12,,,,,,
September,3.02,3.06,1.76,2.28,1.43,3.56,,,,,,
October,0.93,3.28,3.09,2.30,4.36,,,,,,,
November,6.00,3.12,0.94,4.61,1.99,,,,,,,
December,2.14,2.42,0.60,2.48,2.78,,,,,,,
Total,36.95,26.16,20.57,29.80,24.11,,,,,,,
Calc annual,36.95,26.16,20.57,29.80,24.11,18.67,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
