"MASHAM MOOR (ARNAGILL BECK W.)",,,,,,,,,,,,
Grid ref,SE145746,Long,-1.779407,Lat,54.166998,,,,,,,
Station no,3407/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.06,4.90,1.18,3.29,4.42,5.24,5.50,3.79,5.44,7.88,,
February,4.75,1.93,2.46,4.63,3.31,3.17,3.85,6.90,0.29,5.84,,
March,5.25,3.25,0.65,3.13,2.37,1.69,2.53,3.60,2.93,3.19,,
April,2.81,2.15,3.20,0.88,1.07,2.20,0.43,0.80,4.85,2.39,,
May,7.95,1.48,1.93,5.33,3.30,0.86,1.47,5.75,1.15,1.80,,
June,1.23,1.90,3.67,2.90,2.88,3.19,1.70,4.05,1.50,1.48,,
July,1.91,1.45,4.82,3.06,1.20,5.52,3.10,3.75,1.58,5.74,,
August,5.98,4.40,4.38,7.40,1.70,7.45,7.24,3.78,0.94,4.22,,
September,2.44,5.10,3.82,4.50,1.82,4.47,4.76,3.63,0.34,3.85,,
October,1.80,5.58,3.33,8.16,2.28,2.49,5.00,3.23,5.32,9.38,,
November,10.90,2.72,2.85,7.33,3.09,0.87,2.61,1.15,6.28,4.15,,
December,6.45,3.05,2.48,5.16,5.86,5.59,4.62,5.61,9.08,4.71,,
Total,56.53,37.91,34.77,55.77,33.30,42.74,42.81,46.04,39.70,54.63,,
Calc annual,56.53,37.91,34.77,55.77,33.30,42.74,42.81,46.04,39.70,54.63,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
