"FAIRFORD (REEVEY, KEMPSFORD)",,,,,,,,,,,,
Grid ref,SU160980,Long,-1.769985,Lat,51.680539,,,,,,,
Station no,2198,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.93,2.00,0.78,1.33,2.55,3.72,2.37,2.97,3.95,4.15,,
February,4.11,0.53,1.59,1.89,1.63,0.22,3.19,3.37,0.10,2.31,,
March,4.14,3.04,1.17,2.70,1.78,0.40,2.43,1.17,2.64,1.48,,
April,2.74,2.16,2.02,0.31,0.85,2.04,0.33,0.83,2.60,0.87,,
May,2.69,2.25,2.03,2.20,4.16,0.44,1.31,3.01,1.93,1.99,,
June,1.20,2.01,2.04,5.30,2.82,1.74,1.75,3.07,1.52,4.16,,
July,1.30,0.35,3.35,2.12,0.16,2.11,3.07,2.70,1.93,3.26,,
August,4.93,4.47,2.38,3.03,0.59,4.64,5.79,2.86,2.29,2.99,,
September,3.40,1.30,2.84,3.30,0.97,3.76,3.61,3.64,0.22,3.83,,
October,0.89,4.51,2.75,2.81,1.54,1.78,2.20,2.45,1.77,4.86,,
November,6.12,4.40,1.05,5.21,1.67,0.88,1.63,2.76,2.31,4.94,,
December,2.33,2.56,0.71,2.01,2.83,3.71,2.13,3.30,5.39,4.28,,
Total,36.78,29.58,22.71,32.21,21.55,25.44,29.81,32.13,26.65,39.12,,
Calc annual,36.78,29.58,22.71,32.21,21.55,25.44,29.81,32.13,26.65,39.12,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
