"REPTON (GREENSHOT)",,,,,,,,,,,,
Grid ref,SK302267,Long,-1.553136,Lat,52.836975,,,,,,,
Station no,2646/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.34,1.88,0.96,1.30,2.53,2.92,1.35,2.23,3.14,5.17,,
February,2.52,1.00,1.31,2.12,2.07,0.43,1.87,3.64,0.21,1.64,,
March,3.58,2.45,1.21,1.83,2.74,1.17,1.86,1.39,1.56,1.36,,
April,1.52,2.11,1.79,0.37,1.10,0.87,0.14,0.75,2.40,0.74,,
May,2.59,2.86,2.05,3.01,3.37,0.60,0.78,1.79,0.36,1.16,,
June,0.72,2.88,2.92,3.26,3.45,3.15,1.53,4.82,0.59,3.61,,
July,0.68,1.24,2.82,2.36,1.83,2.00,3.91,3.73,1.70,2.96,,
August,5.84,1.43,2.63,3.98,0.50,4.87,2.54,1.40,0.56,3.86,,
September,1.35,1.05,2.10,2.10,1.18,1.58,5.53,2.40,0.05,4.00,,
October,0.70,2.70,2.20,3.14,1.68,0.98,1.10,2.04,2.00,5.61,,
November,4.65,1.21,1.48,4.21,2.24,1.18,1.39,1.61,3.03,3.17,,
December,1.58,2.50,0.84,2.93,1.69,2.54,1.66,2.95,3.26,3.81,,
Total,28.07,23.31,22.31,30.61,24.38,22.29,23.66,28.75,18.86,37.09,,
Calc annual,28.07,23.31,22.31,30.61,24.38,22.29,23.66,28.75,18.86,37.09,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
