"MALMESBURY (NORTON MANOR)",,,,,,,,,,,,
Grid ref,ST883846,Long,-2.170169,Lat,51.560157,,,,,,,
Station no,1499/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.50,2.62,0.85,1.75,2.72,3.22,3.25,3.08,4.08,4.53,,
February,4.70,0.76,1.65,2.85,1.64,0.43,3.71,3.88,0.39,2.70,,
March,3.73,3.02,0.91,3.11,1.57,0.72,2.96,1.87,3.34,1.90,,
April,3.54,1.66,2.52,0.32,1.23,1.95,0.12,1.18,3.26,1.27,,
May,2.50,4.03,2.47,2.10,5.25,0.78,1.54,3.12,1.58,2.15,,
June,1.22,2.05,1.60,5.74,3.55,1.90,1.28,5.16,1.39,2.52,,
July,1.37,0.70,4.09,2.50,0.18,4.86,4.41,2.70,2.32,3.88,,
August,5.61,5.08,3.87,2.60,0.84,4.01,3.50,2.57,2.03,5.13,,
September,2.95,2.25,3.84,4.48,0.96,4.02,4.43,4.05,0.16,3.63,,
October,0.84,4.61,1.83,3.09,1.58,1.76,2.36,2.88,1.99,6.99,,
November,6.20,4.87,2.29,6.86,3.14,0.71,2.23,2.92,3.00,5.81,,
December,2.14,2.72,1.06,2.59,3.82,4.36,2.31,4.29,6.83,4.29,,
Total,38.30,34.37,26.98,37.99,26.48,28.72,32.10,37.70,30.37,44.80,,
Calc annual,38.30,34.37,26.98,37.99,26.48,28.72,32.10,37.70,30.37,44.80,,
Difference,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
