"SABDEN (CHURN CLOGH RES.)",,,,,,,,,,,,
Grid ref,SD786382,Long,-2.326696,Lat,53.839604,,,,,,,
Station no,2983,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.72,5.51,2.16,4.75,2.54,4.72,4.79,3.40,3.09,6.79,,
February,3.51,1.38,2.68,2.70,2.30,1.31,3.37,7.81,0.80,2.97,,
March,4.86,2.28,1.80,2.78,1.89,1.88,4.26,1.98,2.22,1.18,,
April,2.71,2.82,3.11,0.97,2.90,3.24,0.72,1.44,2.24,3.15,,
May,2.00,2.10,2.48,3.46,3.52,2.53,2.15,5.46,1.82,1.86,,
June,1.53,3.51,2.72,3.46,3.95,2.42,2.32,5.71,3.51,1.38,,
July,4.18,2.92,6.06,7.63,1.09,5.44,6.56,4.18,4.04,10.00,,
August,6.64,7.29,6.43,8.13,1.10,11.69,6.06,5.21,0.67,6.35,,
September,4.18,4.89,4.69,6.61,3.17,4.59,7.19,5.35,0.44,3.20,,
October,1.23,3.47,2.00,8.64,3.47,2.78,7.49,4.22,6.02,4.22,,
November,8.27,2.49,6.07,6.46,2.01,1.96,2.31,2.05,5.83,7.81,,
December,8.75,4.74,2.56,6.69,7.81,4.72,6.39,4.45,7.66,5.64,,
Total,52.58,43.40,42.76,62.28,35.75,47.28,53.61,51.26,38.34,54.55,,
Calc annual,52.58,43.40,42.76,62.28,35.75,47.28,53.61,51.26,38.34,54.55,,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
