"BARMADDY",,,,,,,,,,,,
Grid ref,NM953121,Long,-5.306310,Lat,56.257158,,,,,,,
Station no,5407/08,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,6.76,,
February,,,,,,,,,,6.91,,
March,,,,,,,,,,2.27,,
April,,,,,,,,,,8.75,,
May,,,,,,,,,,3.75,,
June,,,,,,,,,,4.54,,
July,,,,,,,,,,4.88,,
August,,,,,,,,,,6.57,,
September,,,,,,,,,,6.13,,
October,,,,,,,,,,3.36,,
November,,,,,,,,,9.55,7.80,,
December,,,,,,,,,11.66,11.39,,
Total,,,,,,,,,,73.11,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.21,73.11,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
