"NEWARK (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SK802558,Long,-0.803832,Lat,53.093393,,,,,,,
Station no,2593/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.82,1.17,0.66,0.62,1.69,3.41,0.82,2.44,2.34,4.21,,
February,2.94,0.22,1.10,2.17,1.81,0.61,2.53,2.83,0.18,1.97,,
March,3.15,2.17,0.57,1.48,1.97,0.55,1.56,1.21,1.24,1.48,,
April,1.36,1.00,1.95,0.08,0.87,1.45,0.18,0.35,1.83,0.70,,
May,2.86,1.66,1.90,3.15,2.92,0.48,1.16,1.87,0.67,0.70,,
June,0.80,1.81,2.59,3.07,3.29,3.67,1.89,4.06,0.45,1.01,,
July,0.96,0.29,1.54,1.43,0.24,3.02,2.93,4.49,1.73,3.90,,
August,4.74,1.60,2.13,3.80,0.18,5.51,3.89,3.50,0.45,3.35,,
September,0.96,1.48,0.87,2.04,0.58,1.82,4.07,1.77,0.05,3.35,,
October,1.14,2.23,2.03,2.74,1.05,0.92,0.74,1.07,1.69,4.03,,
November,4.15,1.26,1.32,3.95,0.86,0.64,1.92,0.80,1.76,3.04,,
December,1.11,1.45,0.70,2.03,1.37,1.31,1.14,2.85,2.66,2.87,,
Total,25.99,16.34,17.36,26.56,16.83,23.39,22.83,27.24,15.05,30.61,,
Calc annual,25.99,16.34,17.36,26.56,16.83,23.39,22.83,27.24,15.05,30.61,,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,,
