"TROON (COLLENAN RES)",,,,,,,,,,,,
Grid ref,NS350331,Long,-4.617999,Lat,55.563568,,,,,,,
Station no,5227,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.78,3.87,1.88,3.57,2.35,2.42,3.94,3.65,1.69,5.11,,
February,2.26,1.28,1.16,2.60,1.27,1.04,2.36,3.53,1.65,2.86,,
March,2.39,1.70,0.66,1.84,1.01,1.55,4.14,1.05,1.99,2.51,,
April,1.88,0.94,0.96,0.80,2.48,0.87,2.47,1.19,2.19,2.69,,
May,1.80,1.77,1.77,1.94,2.64,1.44,2.12,2.61,1.02,1.63,,
June,1.89,2.57,1.28,2.93,2.45,1.94,2.25,2.54,3.47,2.17,,
July,2.40,2.64,3.58,3.76,1.31,4.74,3.96,5.13,5.10,3.22,,
August,3.46,4.34,2.46,4.25,1.58,6.58,3.72,4.39,0.52,4.00,,
September,3.19,3.02,3.27,4.31,3.60,3.50,3.58,3.24,1.43,2.96,,
October,0.59,3.08,2.74,8.30,2.02,2.53,4.52,3.43,5.31,2.36,,
November,4.71,2.22,4.50,4.25,1.44,1.32,1.71,1.65,4.33,4.60,,
December,5.17,3.28,3.68,3.89,4.87,4.27,3.02,4.63,4.90,4.48,,
Total,33.52,30.71,27.94,42.44,27.02,32.20,37.79,37.04,33.60,38.59,,
Calc annual,33.52,30.71,27.94,42.44,27.02,32.20,37.79,37.04,33.60,38.59,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
