"TORSIDE RESERVOIR",,,,,,,,,,,,
Grid ref,SK054985,Long,-1.920095,Lat,53.483193,,,,,,,
Station no,2750,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.26,,,,,,,,,,,
February,4.45,,,,,,,,,,,
March,5.87,,,,,,,,,,,
April,3.24,,,,,,,,,,,
May,2.63,,,,,,,,,,,
June,1.58,,,,,,,,,,,
July,4.50,,,,,,,,,,,
August,5.54,,,,,,,,,,,
September,2.71,,,,,,,,,,,
October,1.42,,,,,,,,,,,
November,9.48,,,,,,,,,,,
December,6.70,,,,,,,,,,,
Total,53.38,,,,,,,,,,,
Calc annual,53.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
