"LOUGHBOROUGH (NANPANTAN RES.) (+A)",,,,,,,,,,,,
Grid ref,SK508171,Long,-1.248848,Lat,52.749139,,,,,,,
Station no,2518,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.87,2.80,0.85,1.36,2.04,4.10,1.83,2.74,2.90,5.81,,
February,3.46,0.64,1.48,2.98,2.15,0.43,2.66,3.47,0.08,1.59,,
March,3.58,3.11,1.69,2.25,3.39,1.14,2.20,1.89,1.79,1.67,,
April,1.95,2.14,2.32,0.41,1.17,1.10,0.23,0.74,3.06,1.25,,
May,3.97,2.43,2.48,2.74,4.11,0.74,1.34,2.35,0.43,1.30,,
June,1.18,1.91,3.16,2.85,4.18,3.12,1.25,3.71,1.51,2.38,,
July,0.82,0.32,1.62,2.42,1.55,2.17,3.54,4.36,0.97,3.41,,
August,4.66,2.37,2.92,5.20,0.31,5.26,2.58,1.95,0.99,4.02,,
September,1.45,1.65,1.56,2.02,1.50,1.97,5.98,3.25,0.07,4.18,,
October,0.78,2.71,3.00,3.82,1.70,1.45,1.44,2.53,2.04,5.61,,
November,5.24,2.04,1.50,5.56,1.81,0.85,2.17,1.36,2.58,3.23,,
December,2.21,3.10,0.76,2.99,1.78,3.40,2.03,3.04,3.78,3.45,,
Total,32.17,25.22,23.34,34.60,25.69,25.73,27.25,31.39,20.20,37.90,,
Calc annual,32.17,25.22,23.34,34.60,25.69,25.73,27.25,31.39,20.20,37.90,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
