"CRANBROOK (KENNEL HOLT)",,,,,,,,,,,,
Grid ref,TQ768377,Long,0.524378,Lat,51.111323,,,,,,,
Station no,326/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,2.41,1.09,,,,,,,,,
February,,1.01,1.28,,,,,,,,,
March,,2.95,0.22,,,,,,,,,
April,,1.28,1.97,,,,,,,,,
May,,1.11,1.42,,,,,,,,,
June,,0.99,1.91,,,,,,,,,
July,,0.67,3.00,,,,,,,,,
August,,2.39,1.62,,,,,,,,,
September,,3.87,4.52,,,,,,,,,
October,,2.91,2.96,,,,,,,,,
November,,4.29,0.88,,,,,,,,,
December,,2.96,0.70,,,,,,,,,
Total,,26.84,21.57,,,,,,,,,
Calc annual,0.00,26.84,21.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
