"OLD WOKING SEWAGE WORKS",,,,,,,,,,,,
Grid ref,TQ027573,Long,-0.528098,Lat,51.305564,,,,,,,
Station no,220/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.22,1.98,0.94,1.18,2.31,3.61,1.28,2.10,2.19,2.04,,
February,6.20,0.71,1.23,2.36,1.52,0.29,3.14,2.09,0.06,2.15,,
March,3.56,2.61,0.45,2.29,0.99,0.67,1.37,1.39,2.61,1.48,,
April,2.62,1.50,2.29,0.32,0.20,0.97,0.27,1.18,2.21,0.60,,
May,2.54,2.22,1.96,2.55,3.46,0.21,1.47,2.71,0.71,1.48,,
June,0.96,1.64,1.46,3.69,2.16,1.87,0.87,3.40,0.64,2.61,,
July,1.55,0.63,3.25,2.60,0.26,3.33,2.96,0.89,2.18,2.27,,
August,2.94,2.81,1.58,2.02,1.20,3.26,1.81,3.42,1.76,4.80,,
September,1.94,3.36,1.95,2.19,1.20,2.65,2.71,4.07,0.05,2.29,,
October,0.48,3.14,3.00,2.06,2.84,1.77,1.50,2.77,2.74,6.10,,
November,6.38,2.99,1.31,4.39,1.36,0.66,2.84,2.01,2.81,3.95,,
December,2.15,2.56,0.66,2.43,2.35,3.11,2.04,2.73,4.45,2.67,,
Total,34.54,26.15,20.08,28.08,19.85,22.40,22.26,28.76,22.41,32.44,,
Calc annual,34.54,26.15,20.08,28.08,19.85,22.40,22.26,28.76,22.41,32.44,,
Difference,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
