"PONTYPRIDD (TY-GWYN-RESR)",,,,,,,,,,,,
Grid ref,ST063897,Long,-3.354194,Lat,51.598322,,,,,,,
Station no,4075/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,8.03,7.71,1.86,3.55,4.68,8.21,9.85,6.38,8.27,7.89,,
February,6.70,1.11,3.18,6.96,2.85,0.49,7.44,7.14,0.37,5.44,,
March,6.51,5.15,3.80,5.74,2.88,2.31,8.23,1.56,5.44,3.23,,
April,5.31,4.78,4.75,1.38,3.20,2.28,0.30,1.68,4.21,4.09,,
May,2.76,4.45,4.06,2.96,6.09,1.75,2.54,5.11,1.59,1.66,,
June,1.61,3.38,3.74,6.58,8.54,4.17,1.49,5.08,3.24,3.09,,
July,1.97,3.79,7.79,5.08,1.16,5.10,5.13,5.80,5.02,6.92,,
August,9.30,7.84,6.58,5.83,2.31,7.32,5.79,6.67,2.28,5.06,,
September,6.66,4.40,6.85,9.23,2.34,7.01,8.23,10.55,0.41,7.07,,
October,1.81,6.88,4.41,11.53,3.42,2.48,7.81,7.56,6.86,9.17,,
November,12.08,4.94,5.42,13.09,7.08,2.03,2.99,3.18,8.71,15.39,,
December,6.89,5.26,1.94,6.90,9.89,8.50,4.54,6.58,15.45,9.55,,
Total,69.63,59.69,54.38,78.83,54.44,51.65,64.34,67.29,61.85,78.56,,
Calc annual,69.63,59.69,54.38,78.83,54.44,51.65,64.34,67.29,61.85,78.56,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
