"LOCH SLOY ( ALLT UAINE )",,,,,,,,,,,,
Grid ref,NN263113,Long,-4.806052,Lat,56.262330,,,,,,,
Station no,5428/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,13.30,9.09,12.18,13.80,8.45,9.22,19.38,16.98,4.94,10.45,,
February,11.23,10.70,9.49,11.59,7.21,4.55,11.50,5.78,5.97,13.41,,
March,7.51,12.24,4.67,11.32,3.75,6.56,13.70,3.27,13.23,5.12,,
April,9.66,7.37,8.27,6.27,9.21,4.19,6.09,5.94,10.69,12.12,,
May,2.85,4.12,6.96,6.84,7.81,8.51,5.65,8.28,3.84,6.09,,
June,5.64,9.77,2.51,10.95,8.15,10.34,5.57,4.40,7.27,7.23,,
July,8.45,9.31,12.42,9.04,1.63,11.02,11.14,5.82,13.23,11.25,,
August,10.49,12.03,10.31,12.40,3.10,9.87,10.56,11.31,9.06,6.23,,
September,11.55,7.30,19.45,18.53,12.33,11.02,8.67,11.07,3.46,5.21,,
October,4.25,14.60,14.26,18.51,11.70,8.80,15.80,12.80,13.24,7.22,,
November,20.33,3.99,25.15,26.87,7.95,8.85,6.60,3.36,14.88,17.70,,
December,19.30,12.41,14.49,27.79,20.40,23.83,17.91,15.62,20.50,15.61,,
Total,124.56,112.93,140.16,173.91,101.69,116.76,132.57,104.63,120.31,117.64,,
Calc annual,124.56,112.93,140.16,173.91,101.69,116.76,132.57,104.63,120.31,117.64,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
