"PUMPING STN., TREHAFOD",,,,,,,,,,,,
Grid ref,SO035909,Long,-3.423227,Lat,52.507423,,,,,,,
Station no,4076/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,12.51,,,,,
February,,,,,,,8.67,,,,,
March,,,,,,,9.87,,,,,
April,,,,,,,0.47,,,,,
May,,,,,,,3.13,,,,,
June,,,,,,,1.54,,,,,
July,,,,,,,6.68,,,,,
August,,,,,,,6.37,,,,,
September,,,,,,,10.95,,,,,
October,,,,,,,10.24,,,,,
November,,,,,,,3.39,,,,,
December,,,,,,,5.12,,,,,
Total,,,,,,,78.94,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,78.94,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,NaN,NaN,NaN,,
