"TIMBERSCOMBE (POLICE STATION)",,,,,,,,,,,,
Grid ref,SS955418,Long,-3.495957,Lat,51.165868,,,,,,,
Station no,2091/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,5.53,5.65,,,,,,
February,,,,,4.00,0.34,,,,,,
March,,,,,1.57,1.61,,,,,,
April,,,,,1.17,1.95,,,,,,
May,,,,,6.13,0.53,,,,,,
June,,,,-999.00,3.50,1.57,,,,,,
July,,,,3.15,1.10,3.98,,,,,,
August,,,,3.31,0.87,5.27,,,,,,
September,,,,4.91,1.29,6.09,,,,,,
October,,,,3.96,2.12,,,,,,,
November,,,,10.58,4.10,,,,,,,
December,,,,4.76,7.54,,,,,,,
Total,,,,,38.92,,,,,,,
Calc annual,0.00,0.00,0.00,30.67,38.92,26.99,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,0.00,NaN,NaN,NaN,NaN,NaN,,
