"TORTWORTH SCHOOL",,,,,,,,,,,,
Grid ref,ST700930,Long,-2.434864,Lat,51.635001,,,,,,,
Station no,2144,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.25,2.42,0.92,2.07,2.68,3.95,,,,,,
February,3.73,0.46,1.37,3.28,1.69,0.36,,,,,,
March,3.71,2.33,1.19,3.28,1.63,0.47,,,,,,
April,3.14,2.22,3.07,0.54,0.90,1.82,,,,,,
May,2.25,4.38,2.67,2.00,5.50,0.50,,,,,,
June,0.79,2.52,1.80,6.77,2.60,1.96,,,,,,
July,1.13,0.89,3.91,3.56,0.11,2.75,,,,,,
August,5.29,4.61,3.99,4.13,0.55,4.12,,,,,,
September,2.75,2.63,3.43,5.21,1.11,3.35,,,,,,
October,0.67,4.39,2.42,3.65,1.55,1.41,,,,,,
November,6.66,3.51,2.09,6.42,3.69,0.97,,,,,,
December,3.12,2.28,1.04,2.44,3.11,,,,,,,
Total,37.49,32.64,27.90,43.35,25.12,,,,,,,
Calc annual,37.49,32.64,27.90,43.35,25.12,21.66,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
