"LOCH FADA (LOCH GLEANN NA MUICE)",,,,,,,,,,,,
Grid ref,NH063681,Long,-5.248672,Lat,57.660992,,,,,,,
Station no,5784/5/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,5.75,,
February,,,,,,,,,,6.65,,
March,,,,,,,,,,0.75,,
April,,,,,,,,,,7.65,,
May,,,,,,,,,,2.80,,
June,,,,,,,,,,6.90,,
July,,,,,,,,,,5.20,,
August,,,,,,,,,,6.35,,
September,,,,,,,,,,4.75,,
October,,,,,,,,,,3.10,,
November,,,,,,,,,9.40,7.45,,
December,,,,,,,,,9.65,10.75,,
Total,,,,,,,,,,68.10,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.05,68.10,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,,
