"OVINGTON RECTORY",,,,,,,,,,,,
Grid ref,SU562317,Long,-1.199066,Lat,51.081876,,,,,,,
Station no,724,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.14,3.02,0.92,1.99,3.23,5.03,,,,,,
February,7.31,0.64,2.09,3.54,1.80,0.33,,,,,,
March,5.26,3.08,0.68,3.49,1.48,0.76,,,,,,
April,2.59,2.20,2.86,0.41,0.51,1.63,,,,,,
May,2.88,3.34,2.69,2.47,5.05,0.39,,,,,,
June,1.43,1.44,2.39,3.21,3.58,,,,,,,
July,2.66,0.42,3.64,3.55,0.66,,,,,,,
August,4.05,3.86,2.32,3.44,0.93,,,,,,,
September,4.08,2.88,3.56,3.57,2.33,,,,,,,
October,0.78,5.62,5.02,3.47,5.22,,,,,,,
November,10.03,3.84,1.55,6.98,3.22,,,,,,,
December,3.26,3.06,1.03,3.11,4.45,,,,,,,
Total,48.47,33.40,28.75,39.23,32.46,,,,,,,
Calc annual,48.47,33.40,28.75,39.23,32.46,8.14,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
