"BURTON-ON-TRENT (OUTWOODS)",,,,,,,,,,,,
Grid ref,SK227240,Long,-1.664655,Lat,52.813070,,,,,,,
Station no,2360/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.03,2.25,0.91,1.00,1.90,3.36,1.30,2.28,2.91,5.95,,
February,2.55,0.70,1.55,2.40,1.93,0.88,1.91,3.68,0.26,1.56,,
March,3.84,2.54,1.07,1.69,2.75,1.41,2.22,1.79,1.71,1.57,,
April,1.95,2.14,2.25,0.59,1.38,1.19,0.17,0.65,2.67,1.07,,
May,2.83,3.07,1.95,2.54,3.32,0.66,0.81,1.87,0.35,1.56,,
June,1.27,2.86,2.58,2.74,3.63,2.69,1.18,4.19,0.72,3.19,,
July,0.90,1.78,2.72,2.24,0.59,3.23,3.49,4.56,2.36,3.34,,
August,5.76,1.52,2.61,4.65,0.78,4.89,3.05,1.75,0.65,3.32,,
September,1.76,1.25,2.31,2.19,1.51,2.29,5.86,2.93,0.09,5.10,,
October,0.69,2.92,2.16,3.29,1.75,1.48,1.54,2.98,2.58,5.71,,
November,5.49,1.45,1.71,4.53,2.22,0.91,2.02,1.86,3.31,2.95,,
December,2.12,2.82,1.40,3.28,1.93,2.72,1.54,3.09,3.45,2.66,,
Total,31.19,25.30,23.22,31.14,23.69,25.71,25.09,31.63,21.06,37.98,,
Calc annual,31.19,25.30,23.22,31.14,23.69,25.71,25.09,31.63,21.06,37.98,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
