"BILLERICAY (SERVICE TANK)",,,,,,,,,,,,
Grid ref,TQ674944,Long,0.416900,Lat,51.623522,,,,,,,
Station no,1278,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.92,1.67,0.95,1.49,2.87,3.59,1.12,,,,,
February,5.42,0.90,1.27,2.14,1.87,0.45,2.89,,,,,
March,2.92,3.60,0.50,2.28,1.33,0.91,1.27,,,,,
April,2.75,0.76,2.55,0.27,0.23,1.44,0.15,,,,,
May,2.42,0.97,1.57,1.85,4.78,0.41,0.96,,,,,
June,0.90,2.32,1.94,3.27,2.92,2.12,0.82,,,,,
July,1.91,0.60,3.58,2.68,0.11,4.02,3.38,,,,,
August,3.24,2.09,1.52,3.95,0.49,3.67,2.68,,,,,
September,3.21,3.63,2.22,1.96,2.56,2.34,2.47,,,,,
October,0.74,2.62,2.29,1.97,4.42,1.06,,,,,,
November,4.21,4.02,1.39,3.31,1.03,0.53,,,,,,
December,2.06,2.47,0.88,1.39,1.64,2.70,,,,,,
Total,31.70,25.65,20.66,26.56,24.25,23.24,,,,,,
Calc annual,31.70,25.65,20.66,26.56,24.25,23.24,15.74,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
