"CLIPSTONE (WATERWORKS)",,,,,,,,,,,,
Grid ref,SK603644,Long,-1.099336,Lat,53.173303,,,,,,,
Station no,2627,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.20,1.91,0.72,1.49,2.21,4.03,1.71,2.71,3.10,4.62,,
February,3.65,0.39,1.63,2.64,2.33,0.89,2.67,3.47,0.26,2.40,,
March,2.90,1.97,1.41,2.28,3.10,0.82,1.71,1.75,1.26,1.76,,
April,1.12,1.31,2.57,0.30,0.91,2.01,0.24,0.57,2.53,0.88,,
May,3.13,2.29,2.08,3.89,3.33,0.38,1.24,2.38,1.17,1.35,,
June,0.59,2.28,1.76,3.61,3.38,4.24,1.48,4.55,1.14,1.33,,
July,0.81,0.74,1.98,1.89,1.22,2.88,3.67,5.10,1.57,3.08,,
August,4.82,3.21,1.58,3.90,0.35,6.77,4.16,4.32,0.66,3.32,,
September,1.42,1.97,1.29,2.60,0.84,2.24,4.96,2.07,0.04,3.97,,
October,0.75,3.41,2.64,2.98,1.67,0.98,1.12,1.86,2.21,5.78,,
November,5.65,1.45,1.27,5.54,2.11,1.09,2.77,0.74,2.85,3.61,,
December,1.86,1.80,0.93,1.98,2.20,2.77,2.02,3.51,3.49,2.99,,
Total,28.90,22.73,19.86,33.10,23.55,29.10,27.75,33.03,20.28,35.09,,
Calc annual,28.90,22.73,19.86,33.10,23.65,29.10,27.75,33.03,20.28,35.09,,
Difference,0.00,0.00,0.00,0.00,-0.10,0.00,-0.00,0.00,0.00,0.00,,
