"LOCH KINARDOCHY",,,,,,,,,,,,
Grid ref,NN775551,Long,-4.000668,Lat,56.671567,,,,,,,
Station no,5558/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,5.36,,,,,,,,
February,,,,3.70,,,,,,,,
March,,,,2.10,,,,,,,,
April,,,,1.58,,,,,,,,
May,,,,4.43,,,,,,,,
June,,,,1.75,,,,,,,,
July,,,,2.12,,,,,,,,
August,,,,3.56,,,,,,,,
September,,,,5.03,,,,,,,,
October,,,,10.65,,,,,,,,
November,,,,,,,,,,,,
December,,,,,,,,,,,,
Total,,,32.37,,,,,,,,,
Calc annual,0.00,0.00,0.00,40.28,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,32.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
