"BLACKDEAN BROOK NO.89",,,,,,,,,,,,
Grid ref,SK127890,Long,-1.810470,Lat,53.397678,,,,,,,
Station no,2692/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,8.36,7.83,3.84,6.44,3.11,8.67,5.06,6.83,5.31,9.77,,
February,6.89,4.67,3.10,4.23,2.76,2.03,4.83,10.62,0.74,3.63,,
March,9.45,3.67,5.17,4.73,3.85,2.86,5.78,3.47,2.78,2.24,,
April,3.34,4.04,4.63,1.44,3.13,2.72,0.62,2.01,4.16,4.34,,
May,2.88,3.64,2.38,4.65,5.88,1.57,2.19,4.93,1.53,2.43,,
June,2.02,3.58,5.23,4.18,4.67,4.75,2.41,6.42,2.96,1.79,,
July,3.96,4.26,7.92,10.34,1.46,10.18,6.71,7.63,5.96,9.53,,
August,6.74,3.34,6.52,8.45,0.94,13.75,9.27,4.43,0.54,6.69,,
September,4.28,7.85,4.27,8.17,3.48,5.64,12.67,8.19,0.20,5.34,,
October,1.62,7.63,2.63,11.12,4.86,4.93,6.83,5.47,4.73,7.64,,
November,12.44,4.24,4.52,9.64,3.22,3.22,2.67,2.23,6.74,9.54,,
December,10.53,6.58,3.22,12.17,8.63,7.46,7.86,6.36,9.78,7.53,,
Total,72.51,61.33,53.43,85.56,45.99,67.78,66.90,68.59,45.43,70.47,,
Calc annual,72.51,61.33,53.43,85.56,45.99,67.78,66.90,68.59,45.43,70.47,,
Difference,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
