"ROSSINGTON (MAIN COLLIERY)",,,,,,,,,,,,
Grid ref,SK602984,Long,-1.094386,Lat,53.478891,,,,,,,
Station no,3111/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.57,1.82,0.32,1.52,1.71,3.28,1.29,2.03,2.28,5.04,,
February,2.53,0.35,1.62,2.13,2.27,1.13,1.97,4.23,0.07,1.95,,
March,2.32,1.47,0.65,1.72,2.47,0.64,1.30,1.95,0.79,1.52,,
April,0.65,0.74,2.04,0.22,0.72,2.33,0.16,0.31,2.87,0.74,,
May,3.74,1.31,1.45,3.13,2.53,0.23,1.00,2.32,0.54,0.95,,
June,1.06,1.74,1.17,1.56,2.93,4.17,1.71,4.67,1.00,0.71,,
July,1.54,1.23,2.40,2.19,0.64,2.95,5.18,5.54,1.30,2.92,,
August,4.81,1.16,2.05,4.69,0.26,7.00,3.90,2.16,0.44,2.98,,
September,1.34,2.32,1.09,1.57,0.77,1.77,3.61,1.62,0.00,2.99,,
October,1.03,2.75,2.16,2.91,1.50,1.24,1.15,1.78,1.71,5.60,,
November,5.02,1.39,1.13,4.35,1.62,0.89,2.59,0.60,3.21,3.27,,
December,1.44,1.48,1.02,2.08,2.10,2.33,1.80,3.02,2.89,1.79,,
Total,27.05,17.76,17.10,28.07,19.52,27.96,25.66,30.23,17.10,30.46,,
Calc annual,27.05,17.76,17.10,28.07,19.52,27.96,25.66,30.23,17.10,30.46,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
