"BOLTON W.W. (HOLDEN'S FARM)",,,,,,,,,,,,
Grid ref,SD690170,Long,-2.470446,Lat,53.648578,,,,,,,
Station no,2878,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.65,5.47,2.71,5.62,3.46,6.58,4.08,5.11,3.75,7.67,,
February,3.83,2.25,2.44,4.07,3.01,1.23,3.60,9.39,1.00,4.67,,
March,5.72,2.81,2.78,3.41,2.47,2.01,4.34,2.64,2.64,1.66,,
April,2.88,4.37,3.62,1.21,3.95,3.58,0.77,1.94,3.92,2.90,,
May,2.57,2.90,3.02,3.35,5.06,2.04,2.35,5.30,1.51,2.81,,
June,1.52,5.12,3.45,4.72,4.15,3.26,2.48,4.66,2.99,1.63,,
July,3.96,3.51,6.15,9.33,1.04,7.05,7.95,4.86,6.35,11.07,,
August,5.55,4.98,5.69,7.47,1.59,13.87,8.05,6.80,0.60,6.80,,
September,3.95,5.87,5.82,6.85,5.79,4.56,9.80,5.47,0.54,3.88,,
October,1.10,5.43,2.40,10.04,3.12,3.92,8.27,5.60,5.87,5.46,,
November,9.72,3.23,6.50,8.72,3.16,2.01,2.31,2.46,6.29,9.13,,
December,11.40,5.52,2.35,8.14,6.43,5.09,6.37,5.10,10.38,6.01,,
Total,57.85,51.46,46.93,72.93,43.23,55.20,60.37,59.33,45.84,63.69,,
Calc annual,57.85,51.46,46.93,72.93,43.23,55.20,60.37,59.33,45.84,63.69,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
