"LOCH ARKLETT (CORRIEHICHON) NEW SITE",,,,,,,,,,,,
Grid ref,NN371081,Long,-4.629924,Lat,56.237438,,,,,,,
Station no,5376/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,4.90,,
February,,,,,,,,,,8.25,,
March,,,,,,,,,,3.35,,
April,,,,,,,,,,10.55,,
May,,,,,,,,,,5.40,,
June,,,,,,,,,,4.25,,
July,,,,,,,,,,7.25,,
August,,,,,,,,,,5.40,,
September,,,,,,,,,2.15,4.20,,
October,,,,,,,,,8.70,5.40,,
November,,,,,,,,,8.55,11.60,,
December,,,,,,,,,14.40,10.75,,
Total,,,,,,,,,,81.30,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.80,81.30,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
