"MILNROW (BUTTERWORTH HALL)",,,,,,,,,,,,
Grid ref,SD931124,Long,-2.105757,Lat,53.608110,,,,,,,
Station no,2857,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.97,5.27,1.73,4.01,2.52,4.60,4.04,4.20,3.47,5.78,,
February,3.54,1.41,2.53,2.95,2.29,1.10,2.57,5.43,0.33,2.46,,
March,5.30,2.65,2.21,2.65,1.80,1.32,3.62,2.19,1.83,1.29,,
April,2.86,3.92,3.48,0.95,1.93,4.18,0.41,1.16,3.74,2.37,,
May,2.15,2.47,2.84,2.75,3.67,1.50,1.58,3.40,1.10,1.93,,
June,0.80,3.57,2.47,3.07,3.04,2.55,2.31,4.74,3.05,1.27,,
July,4.49,2.48,5.96,4.71,1.04,6.50,4.77,3.49,3.54,7.22,,
August,5.77,4.26,4.66,5.95,1.14,10.42,5.26,5.62,0.41,4.75,,
September,3.30,3.66,3.05,6.01,2.94,3.36,5.11,4.69,0.37,3.11,,
October,1.42,5.87,2.48,7.24,2.24,2.92,5.99,4.39,4.27,4.42,,
November,8.56,2.51,4.43,5.86,1.97,1.72,2.48,1.53,4.79,6.85,,
December,8.28,4.50,1.66,6.21,4.98,3.96,4.50,4.30,6.55,4.60,,
Total,51.44,42.57,37.50,52.36,29.56,44.13,42.64,45.14,33.45,46.05,,
Calc annual,51.44,42.57,37.50,52.36,29.56,44.13,42.64,45.14,33.45,46.05,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
