"ROCHDALE (HADEN DEAN)",,,,,,,,,,,,
Grid ref,SD856170,Long,-2.219323,Lat,53.649301,,,,,,,
Station no,2898,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.31,4.06,1.86,4.52,2.59,,,,,,,
February,2.69,1.10,1.62,3.66,1.98,,,,,,,
March,4.87,2.77,1.85,3.05,1.95,,,,,,,
April,2.28,3.86,3.26,0.88,2.72,,,,,,,
May,1.72,2.25,2.20,3.27,3.98,,,,,,,
June,1.84,4.12,3.39,4.02,3.82,,,,,,,
July,3.38,2.63,7.61,6.34,1.94,,,,,,,
August,5.31,5.37,6.23,6.99,1.04,,,,,,,
September,3.54,3.47,3.96,5.35,3.29,,,,,,,
October,1.23,5.10,2.32,9.35,2.29,,,,,,,
November,9.18,2.39,5.39,6.35,2.65,,,,,,,
December,7.89,4.61,1.95,6.17,5.13,,,,,,,
Total,48.24,41.73,41.64,59.95,33.38,,,,,,,
Calc annual,48.24,41.73,41.64,59.95,33.38,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
