"BRIMPTON (STONEHOUSE)",,,,,,,,,,,,
Grid ref,SU545646,Long,-1.218338,Lat,51.377845,,,,,,,
Station no,792,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.50,2.37,0.90,1.34,2.74,,,,,,,
February,5.68,0.86,1.40,2.86,1.52,,,,,,,
March,3.52,2.49,0.39,2.89,1.16,,,,,,,
April,3.17,1.69,2.83,0.27,0.25,,,,,,,
May,2.88,3.07,2.29,2.14,2.65,,,,,,,
June,0.33,2.04,1.53,4.20,2.39,,,,,,,
July,1.54,0.54,3.49,2.41,0.15,,,,,,,
August,4.24,2.76,2.40,4.01,0.24,,,,,,,
September,3.13,2.07,2.13,1.92,0.93,,,,,,,
October,1.07,4.03,3.36,2.24,3.28,,,,,,,
November,7.49,3.79,1.44,5.75,2.26,,,,,,,
December,2.89,2.50,0.79,2.77,3.26,,,,,,,
Total,39.44,28.21,22.95,32.80,-999.00,,,,,,,
Calc annual,39.44,28.21,22.95,32.80,20.83,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,-1019.83,NaN,NaN,NaN,NaN,NaN,,
