"MACCLESFIELD (LEADBEATERS RES)",,,,,,,,,,,,
Grid ref,SJ926733,Long,-2.112381,Lat,53.256653,,,,,,,
Station no,2725,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.04,3.72,1.76,2.81,2.37,5.19,1.81,3.36,3.15,4.88,,
February,3.45,2.07,1.59,3.02,2.87,0.97,2.22,4.55,0.57,2.21,,
March,5.16,2.48,2.17,2.31,2.67,1.41,2.94,1.41,1.88,1.20,,
April,2.64,3.39,2.75,0.73,2.06,2.33,0.32,1.15,2.53,1.51,,
May,1.99,2.17,1.91,4.19,3.33,1.25,2.25,3.20,0.94,1.88,,
June,1.15,2.55,2.53,2.91,2.68,2.95,1.82,5.84,1.60,1.53,,
July,2.97,2.86,4.79,4.81,0.90,4.64,5.26,3.99,3.10,5.46,,
August,5.33,1.51,4.29,4.85,0.84,10.21,3.88,3.88,0.56,3.41,,
September,2.19,3.61,2.56,4.05,2.42,2.65,6.47,4.14,0.17,3.48,,
October,0.88,3.71,1.96,5.89,2.43,2.63,3.38,3.31,3.34,4.32,,
November,8.21,2.20,2.39,5.47,1.93,1.68,1.85,1.47,4.52,4.90,,
December,4.76,3.32,1.29,5.24,3.60,3.82,3.87,3.58,5.78,3.68,,
Total,41.77,33.59,29.99,46.28,28.10,39.73,36.07,39.88,28.14,38.46,,
Calc annual,41.77,33.59,29.99,46.28,28.10,39.73,36.07,39.88,28.14,38.46,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
