"PERRY BARR RESERVOIR",,,,,,,,,,,,
Grid ref,SP084953,Long,-1.877537,Lat,52.555477,,,,,,,
Station no,2487/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.25,2.42,1.08,1.31,2.25,3.65,1.28,1.82,2.84,5.80,,
February,2.62,0.56,1.18,2.25,1.95,0.52,2.55,4.22,0.29,1.98,,
March,4.83,2.03,1.65,2.29,3.06,1.09,2.40,1.53,1.59,1.78,,
April,2.38,2.56,2.52,0.53,1.16,1.52,0.21,0.88,3.64,1.06,,
May,3.49,2.38,2.29,2.76,4.92,0.91,1.16,2.06,1.06,1.01,,
June,1.18,1.81,2.21,3.61,2.68,2.02,1.16,3.79,1.10,2.59,,
July,0.99,1.79,3.27,3.57,0.99,2.63,3.31,4.51,2.34,3.45,,
August,4.28,3.64,2.28,5.58,0.58,5.04,4.65,3.22,2.32,4.32,,
September,2.83,1.43,2.45,1.84,1.94,2.58,4.48,3.42,0.23,5.42,,
October,0.79,4.07,1.85,3.40,1.66,1.49,1.25,2.44,2.88,5.50,,
November,6.60,2.38,1.33,5.62,2.40,0.85,1.97,1.92,3.85,3.51,,
December,2.33,2.99,1.40,2.24,2.20,2.77,2.25,2.85,3.86,3.33,,
Total,34.57,28.06,23.51,35.00,25.79,25.07,26.67,32.66,26.00,39.75,,
Calc annual,34.57,28.06,23.51,35.00,25.79,25.07,26.67,32.66,26.00,39.75,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
