"BIRMINGHAM (KING'S STANDING)",,,,,,,,,,,,
Grid ref,SP079950,Long,-1.884919,Lat,52.552788,,,,,,,
Station no,2487/5/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,2.43,,,,,,,
February,,,,,2.19,,,,,,,
March,,,,,2.19,,,,,,,
April,,,,,1.30,,,,,,,
May,,,,,4.64,,,,,,,
June,,,,,2.60,,,,,,,
July,,,,,1.24,,,,,,,
August,,,,,0.56,,,,,,,
September,,,,1.53,,,,,,,,
October,,,,3.40,,,,,,,,
November,,,,5.73,,,,,,,,
December,,,,2.17,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,12.83,17.15,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
