"NORTHAMPTON (GENERAL HOSP)",,,,,,,,,,,,
Grid ref,SP762604,Long,-0.885575,Lat,52.236528,,,,,,,
Station no,1107,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.28,1.69,1.65,0.88,2.10,3.81,,2.77,4.10,3.08,,
February,3.02,0.50,1.70,2.00,1.57,0.56,,3.33,0.03,1.92,,
March,3.24,2.33,0.88,2.33,2.09,0.86,,2.02,3.15,1.29,,
April,2.75,2.17,1.87,0.29,0.79,1.01,,0.75,2.22,0.64,,
May,2.27,2.78,1.17,3.32,4.79,0.27,,2.03,0.33,1.30,,
June,,0.95,1.82,2.48,3.39,3.12,,4.27,0.82,3.33,,
July,,0.45,2.89,2.69,0.19,4.87,,2.28,2.13,3.82,,
August,,3.78,2.47,3.19,0.37,4.83,,3.08,0.83,3.33,,
September,,2.40,1.26,2.06,1.44,1.89,,2.60,0.03,3.67,,
October,,3.00,2.10,2.11,1.71,1.30,,2.23,1.71,6.20,,
November,,2.84,1.51,5.42,1.54,0.67,,2.03,2.09,3.38,,
December,,2.28,0.66,2.35,1.91,3.12,,2.61,4.21,2.84,,
Total,,25.17,19.98,29.12,21.89,26.31,,30.00,21.65,34.80,,
Calc annual,13.56,25.17,19.98,29.12,21.89,26.31,0.00,30.00,21.65,34.80,,
Difference,NaN,0.00,-0.00,0.00,0.00,-0.00,NaN,-0.00,-0.00,0.00,,
