"WESTMESTON (COOMBE DOWN PUMPING STATION)",,,,,,,,,,,,
Grid ref,TQ317133,Long,-0.128333,Lat,50.904161,,,,,,,
Station no,491/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,3.84,4.65,3.53,3.89,,
February,,,,,,,5.31,2.00,0.03,3.63,,
March,,,,,,,2.04,1.92,2.02,2.64,,
April,,,,,,,0.29,0.63,3.21,1.25,,
May,,,,,,,0.94,2.36,0.68,1.66,,
June,,,,,,,1.44,3.94,1.61,2.30,,
July,,,,,,,4.58,1.86,2.55,5.85,,
August,,,,,,,3.64,4.79,1.25,7.22,,
September,,,,,,,3.64,4.81,0.13,4.84,,
October,,,,,,,1.81,3.50,3.57,9.00,,
November,,,,,,,3.25,3.29,4.28,9.41,,
December,,,,,,,2.11,5.96,10.41,5.23,,
Total,,,,,,,32.89,39.71,33.27,56.92,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,32.89,39.71,33.27,56.92,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,,
