"DERBY (BRAYFIELD ROAD)",,,,,,,,,,,,
Grid ref,SK344339,Long,-1.490034,Lat,52.901445,,,,,,,
Station no,2655/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,3.31,5.12,,
February,,,,,,,,,0.16,2.06,,
March,,,,,,,,,1.54,1.58,,
April,,,,,,,,,2.39,1.25,,
May,,,,,,,,,0.32,1.27,,
June,,,,,,,,,0.72,2.49,,
July,,,,,,,,,1.45,3.30,,
August,,,,,,,,,0.81,4.26,,
September,,,,,,,,,0.06,4.48,,
October,,,,,,,,,1.94,4.86,,
November,,,,,,,,,2.70,2.83,,
December,,,,,,,,3.09,3.06,2.89,,
Total,,,,,,,,31.08,18.46,36.39,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.09,18.46,36.39,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.99,0.00,0.00,,
