"NETHER RED CLOUGH NO. 78",,,,,,,,,,,,
Grid ref,SK084903,Long,-1.875103,Lat,53.409448,,,,,,,
Station no,2693/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.38,6.36,3.69,5.76,3.50,8.63,3.72,5.36,5.14,9.21,,
February,6.13,4.78,3.62,3.41,2.63,2.76,5.17,8.96,0.83,4.57,,
March,8.57,3.22,4.18,3.83,5.04,2.46,5.17,3.36,2.87,2.34,,
April,3.09,4.83,3.96,1.18,2.34,2.19,0.83,1.74,3.94,3.41,,
May,2.87,3.46,2.77,4.68,5.42,1.93,1.76,5.44,0.78,2.71,,
June,1.97,3.37,3.78,4.38,4.93,5.06,1.95,6.43,2.04,1.68,,
July,4.42,4.34,7.57,9.73,0.87,9.18,7.46,6.58,5.52,9.84,,
August,7.28,3.14,5.56,9.18,0.72,14.34,9.26,4.56,0.69,7.12,,
September,3.28,6.75,3.89,6.09,3.69,5.11,11.34,8.72,0.24,5.97,,
October,1.42,6.63,2.58,9.73,3.78,4.09,6.28,4.96,4.77,7.37,,
November,12.17,4.35,4.32,8.83,3.19,2.58,2.83,2.66,7.05,8.35,,
December,7.52,6.22,3.11,10.43,6.83,8.17,7.76,5.96,8.28,6.62,,
Total,66.10,57.45,49.03,77.23,42.94,66.50,63.53,65.23,42.15,69.19,,
Calc annual,66.10,57.45,49.03,77.23,42.94,66.50,63.53,64.73,42.15,69.19,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,,
